spin,charge_1_3,has_charge,logMass,stable_band,novelty
0.0,-2,1,5,0,0.5460640448180817
0.0,1,1,1,0,0.5460640448180817
1.0,-4,1,-3,1,0.5460640448180817
1.0,-2,1,2,1,0.5460640448180817
0.0,1,1,-2,1,0.5460640448180817
1.0,1,1,-2,1,0.5460640448180817
0.0,3,1,-2,1,0.5460640448180817
1.0,1,1,2,1,0.5460640448180817
0.0,-2,1,2,1,0.5460640448180817
1.0,-4,1,5,0,0.5460640448180817
0.0,3,1,1,0,0.5460640448180817
0.0,-4,1,0,0,0.5460640448180817
0.0,-2,1,-3,1,0.5460640448180817
1.0,-4,1,1,1,0.5460640448180817
1.0,3,1,-2,1,0.5460640448180817
1.0,-2,1,5,0,0.5460640448180817
0.0,1,1,2,1,0.5460640448180817
0.0,-1,1,-3,1,0.5439837932759934
1.0,6,1,1,0,0.5439837932759934
0.5,0,0,1,0,0.5439837932759934
0.0,-3,1,2,1,0.5439837932759934
0.5,5,1,-3,1,0.5439837932759934
0.5,5,1,0,0,0.5439837932759934
0.5,-6,1,-4,1,0.5439837932759934
0.5,5,1,3,1,0.5439837932759934
0.0,-3,1,6,0,0.5439837932759934
0.5,-6,1,-1,0,0.5439837932759934
1.0,-3,1,2,1,0.5439837932759934
0.0,-3,1,-1,0,0.5439837932759934
0.0,-1,1,6,0,0.5439837932759934
1.0,-3,1,6,0,0.5439837932759934
0.0,0,0,-4,1,0.5439837932759934
1.0,-3,1,-1,0,0.5439837932759934
1.0,-3,1,-4,1,0.5439837932759934
0.5,-6,1,2,1,0.5439837932759934
1.0,-1,1,-3,1,0.5439837932759934
1.0,-1,1,-2,0,0.5439837932759934
1.0,-1,1,3,1,0.5439837932759934
0.0,-3,1,-4,1,0.5439837932759934
0.0,2,1,-3,1,0.5439837932759934
0.0,2,1,0,0,0.5439837932759934
0.0,2,1,3,1,0.5439837932759934
0.5,-6,1,6,0,0.5439837932759934
1.0,-1,1,6,0,0.5439837932759934
0.0,-1,1,-2,0,0.5439837932759934
1.0,2,1,-3,1,0.5439837932759934
1.0,2,1,3,1,0.5439837932759934
0.0,-1,1,3,1,0.5439837932759934
0.5,4,1,-3,0,0.5429406786186372
1.0,1,1,-2,0,0.5429406786186372
0.5,-5,1,-7,1,0.5429406786186372
0.5,4,1,-6,1,0.542940678618637
0.5,1,1,-5,0,0.542940678618637
0.5,-5,1,-4,0,0.542940678618637
1.0,5,1,-2,0,0.542940678618637
1.0,-2,1,-2,1,0.5318644738973495
0.0,-2,1,4,0,0.5318644738973495
1.0,1,1,1,1,0.5318644738973495
1.0,3,1,1,1,0.5318644738973495
0.0,3,1,-1,1,0.5318644738973495
1.0,-2,1,0,0,0.5318644738973495
0.0,1,1,-1,1,0.5318644738973495
0.0,-2,1,1,1,0.5318644738973495
1.0,-2,1,4,0,0.5318644738973495
1.0,-2,1,1,1,0.5318644738973495
0.0,-4,1,1,0,0.5318644738973495
0.0,-4,1,0,1,0.5318644738973495
0.0,3,1,6,0,0.5318644738973495
0.0,3,1,4,0,0.5318644738973495
0.0,1,1,1,1,0.5318644738973495
0.0,3,1,1,1,0.5318644738973495
1.0,1,1,-1,1,0.5318644738973495
0.0,3,1,2,0,0.5318644738973495
1.0,-4,1,-2,1,0.5318644738973495
1.0,-4,1,0,1,0.5318644738973495
0.0,-2,1,-2,1,0.5318644738973495
1.0,-4,1,1,0,0.5318644738973495
0.0,-2,1,0,0,0.5318644738973495
1.0,-4,1,4,0,0.5318644738973495
0.0,-4,1,-2,1,0.5318644738973495
0.0,1,1,6,0,0.5318644738973495
0.0,-4,1,4,0,0.5318644738973495
0.0,1,1,4,0,0.5318644738973495
1.0,3,1,-1,1,0.5318644738973495
0.0,1,1,2,0,0.5318644738973495
0.0,-4,1,3,0,0.5270462766947299
0.0,-2,1,-1,1,0.5270462766947299
0.0,-4,1,2,0,0.5270462766947299
0.0,3,1,0,1,0.5270462766947299
0.0,-2,1,0,1,0.5270462766947299
0.0,-2,1,1,0,0.5270462766947299
0.0,-4,1,-1,1,0.5270462766947299
0.0,-2,1,2,0,0.5270462766947299
0.0,1,1,0,1,0.5270462766947299
0.0,3,1,5,0,0.5270462766947299
0.0,1,1,3,0,0.5270462766947299
0.0,1,1,5,0,0.5270462766947299
0.0,3,1,3,0,0.5270462766947299
0.5,-4,1,-8,1,0.5270462766947299
0.0,-2,1,3,0,0.5270462766947299
1.0,3,1,0,1,0.5270462766947299
0.5,3,1,-7,1,0.5270462766947299
1.0,-2,1,1,0,0.5270462766947299
0.5,1,1,-7,1,0.5270462766947299
1.0,2,1,-3,0,0.5270462766947299
0.5,-2,1,-8,1,0.5270462766947299
1.0,-4,1,-1,1,0.5270462766947299
1.0,-4,1,2,0,0.5270462766947299
1.0,-4,1,3,0,0.5270462766947299
1.0,-2,1,-1,1,0.5270462766947299
1.0,-2,1,0,1,0.5270462766947299
0.5,3,1,-4,0,0.5270462766947299
1.0,-2,1,2,0,0.5270462766947299
1.0,-2,1,3,0,0.5270462766947299
1.0,1,1,0,1,0.5270462766947299
0.5,-2,1,-6,0,0.5270462766947298
1.0,4,1,-3,0,0.5270462766947298
0.5,-4,1,-5,0,0.5270462766947298
1.0,-1,1,-1,0,0.5200078492343227
0.0,2,1,1,0,0.5200078492343227
1.0,-1,1,2,1,0.5200078492343227
0.0,-1,1,-2,1,0.5200078492343227
0.0,-1,1,-1,0,0.5200078492343227
0.0,-1,1,2,1,0.5200078492343227
1.0,2,1,2,1,0.5200078492343227
0.5,-6,1,0,0,0.5200078492343227
0.0,-1,1,5,0,0.5200078492343227
1.0,-1,1,-2,1,0.5200078492343227
0.0,0,0,-9,1,0.5200078492343227
0.0,2,1,-2,1,0.5200078492343227
1.0,-3,1,-3,1,0.5200078492343227
0.0,0,0,-5,1,0.5200078492343227
0.5,-6,1,5,0,0.5200078492343227
1.0,-3,1,0,0,0.5200078492343227
1.0,-3,1,1,1,0.5200078492343227
1.0,-3,1,5,0,0.5200078492343227
1.0,2,1,-2,1,0.5200078492343227
1.0,-1,1,5,0,0.5200078492343227
0.0,-3,1,5,0,0.5200078492343227
0.0,-3,1,0,0,0.5200078492343227
1.0,6,1,2,0,0.5200078492343227
1.0,6,1,6,0,0.5200078492343227
0.5,5,1,-2,1,0.5200078492343227
0.0,-3,1,1,1,0.5200078492343227
0.0,2,1,2,1,0.5200078492343227
0.5,5,1,1,0,0.5200078492343227
0.5,0,0,2,0,0.5200078492343227
0.5,-6,1,-3,1,0.5200078492343227
0.5,5,1,2,1,0.5200078492343227
0.0,-3,1,-3,1,0.5200078492343227
0.5,-6,1,1,1,0.5200078492343227
0.0,-3,1,-2,1,0.5050762722761054
0.5,-6,1,0,1,0.5050762722761054
0.0,-3,1,4,0,0.5050762722761054
1.0,-3,1,1,0,0.5050762722761054
1.0,-1,1,2,0,0.5050762722761054
1.0,-1,1,1,1,0.5050762722761054
1.0,-3,1,4,0,0.5050762722761054
0.5,-6,1,1,0,0.5050762722761054
1.0,2,1,1,1,0.5050762722761054
1.0,-1,1,-1,1,0.5050762722761054
1.0,2,1,-1,1,0.5050762722761054
0.0,2,1,4,0,0.5050762722761054
0.0,-3,1,1,0,0.5050762722761054
0.0,-3,1,0,1,0.5050762722761054
1.0,-3,1,0,1,0.5050762722761054
1.0,-1,1,0,0,0.5050762722761054
1.0,6,1,3,0,0.5050762722761054
0.5,0,0,6,0,0.5050762722761054
0.5,5,1,6,0,0.5050762722761054
0.5,-6,1,4,0,0.5050762722761054
0.0,2,1,1,1,0.5050762722761054
0.5,-6,1,-2,1,0.5050762722761054
0.5,5,1,4,0,0.5050762722761054
0.0,-1,1,-1,1,0.5050762722761054
0.0,-1,1,0,0,0.5050762722761054
0.0,2,1,-1,1,0.5050762722761054
0.0,-1,1,1,1,0.5050762722761054
1.0,-1,1,4,0,0.5050762722761054
0.5,0,0,3,0,0.5050762722761054
0.0,2,1,2,0,0.5050762722761054
0.0,-1,1,4,0,0.5050762722761054
0.5,5,1,2,0,0.5050762722761054
0.5,5,1,1,1,0.5050762722761054
0.0,2,1,6,0,0.5050762722761054
0.0,0,0,-8,1,0.5050762722761054
0.5,5,1,-1,1,0.5050762722761054
0.0,0,0,-6,1,0.5050762722761054
1.0,6,1,5,0,0.5050762722761054
1.0,-3,1,-2,1,0.5050762722761054
0.0,-1,1,2,0,0.5050762722761054
0.5,2,1,-7,1,0.5
0.0,2,1,3,0,0.5
0.0,2,1,0,1,0.5
0.5,2,1,-4,0,0.5
1.0,0,0,-3,0,0.5
1.0,-3,1,3,0,0.5
1.0,-1,1,3,0,0.5
1.0,-1,1,1,0,0.5
0.5,-6,1,3,0,0.5
0.0,-3,1,-1,1,0.5
0.0,-3,1,2,0,0.5
0.0,-3,1,3,0,0.5
0.5,5,1,0,1,0.5
0.5,5,1,3,0,0.5
0.5,5,1,5,0,0.5
0.5,-1,1,-7,1,0.5
0.0,-1,1,0,1,0.5
0.0,-1,1,1,0,0.5
0.0,-1,1,3,0,0.5
0.0,0,0,-7,1,0.5
1.0,-3,1,-1,1,0.5
1.0,-3,1,2,0,0.5
1.0,-1,1,0,1,0.5
0.0,2,1,5,0,0.5
0.5,-6,1,2,0,0.5
0.5,0,0,0,1,0.5
0.5,0,0,4,0,0.5
1.0,6,1,4,0,0.5
1.0,2,1,0,1,0.5
0.5,-6,1,-1,1,0.5
1.0,3,1,-3,0,0.5
0.5,0,0,5,0,0.5
0.5,-3,1,-8,1,0.5
0.5,-1,1,-6,0,0.49999999999999994
0.0,0,0,-2,0,0.49999999999999994
1.0,0,0,-2,1,0.49999999999999994
0.5,-3,1,-5,0,0.4999999999999999
1.0,1,1,-1,0,0.4885305840162665
0.5,-5,1,-6,1,0.4885305840162664
0.5,4,1,-2,0,0.4885305840162664
1.0,5,1,-1,0,0.48853058401626637
0.5,1,1,-4,0,0.48853058401626637
0.5,4,1,-5,1,0.48853058401626637
0.5,-5,1,-3,0,0.48853058401626637
0.5,3,1,-3,0,0.4598382837101897
0.5,-4,1,-7,1,0.4598382837101897
0.5,-2,1,-7,1,0.4598382837101897
1.0,2,1,-2,0,0.45983828371018964
0.5,3,1,-6,1,0.45983828371018964
0.5,1,1,-6,1,0.45983828371018964
0.5,-4,1,-4,0,0.4598382837101896
1.0,4,1,-2,0,0.4598382837101896
0.5,-2,1,-5,0,0.4598382837101896
1.0,1,1,0,0,0.4390259265377565
0.5,-5,1,3,1,0.43902592653775646
0.5,-5,1,-5,1,0.43902592653775646
0.5,-5,1,-2,0,0.43902592653775646
0.5,4,1,-1,0,0.43902592653775646
1.0,5,1,0,0,0.43902592653775646
0.5,4,1,-4,1,0.43902592653775646
0.5,1,1,-3,0,0.43902592653775646
0.5,-3,1,-7,1,0.4285714285714286
0.5,0,0,-1,1,0.4285714285714286
0.5,2,1,-3,0,0.4285714285714286
0.5,2,1,-6,1,0.42857142857142855
1.0,0,0,-2,0,0.42857142857142855
0.5,-1,1,-6,1,0.42857142857142855
1.0,3,1,-2,0,0.42857142857142855
1.0,0,0,-3,1,0.4285714285714285
0.5,-1,1,-5,0,0.4285714285714285
0.5,-3,1,-4,0,0.4285714285714285
0.0,0,0,-1,0,0.4285714285714285
1.0,1,1,1,0,0.3962694518355533
0.5,4,1,3,1,0.39626945183555323
0.5,4,1,-3,1,0.39626945183555323
0.5,-5,1,6,0,0.39626945183555323
1.0,5,1,1,0,0.39626945183555323
0.5,-5,1,-4,1,0.39626945183555323
0.5,4,1,0,0,0.39626945183555323
0.5,-5,1,2,1,0.3962694518355532
0.5,-5,1,-1,0,0.3962694518355532
0.5,3,1,-2,0,0.3941177466011155
0.5,-2,1,-6,1,0.3941177466011155
0.5,1,1,-2,0,0.3941177466011154
1.0,2,1,-1,0,0.3941177466011154
0.5,3,1,-5,1,0.3941177466011154
0.5,-4,1,-6,1,0.3941177466011154
0.5,1,1,-5,1,0.39411774660111537
0.5,-2,1,-4,0,0.39411774660111537
0.5,-4,1,-3,0,0.39411774660111537
1.0,4,1,-1,0,0.3941177466011153
1.0,1,1,6,0,0.3626558621839957
1.0,1,1,2,0,0.3626558621839957
0.5,4,1,-2,1,0.3626558621839956
0.5,4,1,1,0,0.3626558621839956
0.5,-5,1,-3,1,0.3626558621839956
1.0,5,1,2,0,0.3626558621839956
1.0,5,1,6,0,0.3626558621839956
0.5,-5,1,5,0,0.36265586218399554
0.5,-5,1,0,0,0.36265586218399554
0.5,-5,1,1,1,0.36265586218399554
0.5,4,1,2,1,0.36265586218399554
0.5,0,0,-2,1,0.35714285714285715
0.5,2,1,-2,0,0.35714285714285715
0.5,-3,1,-6,1,0.35714285714285715
0.5,2,1,-5,1,0.3571428571428571
1.0,0,0,-4,1,0.3571428571428571
0.0,0,0,0,0,0.3571428571428571
1.0,0,0,-1,0,0.3571428571428571
0.5,-3,1,-3,0,0.3571428571428571
0.5,-1,1,-5,1,0.3571428571428571
0.5,-1,1,-4,0,0.3571428571428571
1.0,3,1,-1,0,0.3571428571428571
1.0,1,1,3,0,0.34090050150657986
1.0,1,1,5,0,0.34090050150657986
0.5,-5,1,-2,1,0.3409005015065798
0.5,4,1,6,0,0.3409005015065798
0.5,4,1,2,0,0.3409005015065798
1.0,5,1,3,0,0.34090050150657975
1.0,5,1,5,0,0.34090050150657975
0.5,4,1,1,1,0.34090050150657975
0.5,4,1,-1,1,0.34090050150657975
0.5,4,1,4,0,0.34090050150657975
0.5,-5,1,0,1,0.34090050150657975
0.5,-5,1,4,0,0.34090050150657975
0.5,-5,1,1,0,0.34090050150657975
1.0,1,1,4,0,0.33333333333333337
0.5,4,1,0,1,0.33333333333333326
0.5,4,1,5,0,0.33333333333333326
0.5,-5,1,-1,1,0.33333333333333326
1.0,5,1,4,0,0.33333333333333326
0.5,-5,1,2,0,0.33333333333333326
0.5,4,1,3,0,0.33333333333333326
0.5,-5,1,3,0,0.33333333333333326
1.0,2,1,0,0,0.3307724759392811
0.5,3,1,-1,0,0.3307724759392811
0.5,3,1,-4,1,0.3307724759392811
0.5,1,1,-1,0,0.33077247593928105
0.5,-2,1,-5,1,0.33077247593928105
0.5,-4,1,3,1,0.33077247593928105
0.5,-4,1,-5,1,0.33077247593928105
0.5,1,1,-4,1,0.33077247593928105
0.5,-2,1,-3,0,0.33077247593928105
0.5,-4,1,-2,0,0.330772475939281
1.0,4,1,0,0,0.33077247593928094
0.5,-3,1,-5,1,0.2857142857142857
0.5,2,1,-4,1,0.2857142857142857
0.5,-1,1,-4,1,0.2857142857142857
0.5,-1,1,-3,0,0.2857142857142857
0.5,2,1,-1,0,0.2857142857142857
0.5,-3,1,3,1,0.2857142857142857
1.0,0,0,-5,1,0.2857142857142857
0.0,0,0,1,0,0.2857142857142857
1.0,0,0,0,0,0.2857142857142857
0.5,0,0,-3,1,0.2857142857142857
1.0,3,1,0,0,0.2857142857142857
0.5,-3,1,-2,0,0.28571428571428564
0.5,3,1,3,1,0.27147033930931863
0.5,3,1,-3,1,0.27147033930931863
1.0,2,1,1,0,0.27147033930931863
0.5,3,1,0,0,0.27147033930931863
0.5,-2,1,-4,1,0.2714703393093186
0.5,1,1,0,0,0.2714703393093186
0.5,1,1,3,1,0.2714703393093186
0.5,-2,1,3,1,0.2714703393093186
0.5,1,1,-3,1,0.2714703393093186
0.5,-4,1,6,0,0.2714703393093186
0.5,-4,1,-4,1,0.2714703393093186
0.5,-2,1,6,0,0.2714703393093186
0.5,-2,1,-2,0,0.2714703393093186
0.5,-4,1,-1,0,0.27147033930931846
1.0,4,1,1,0,0.27147033930931846
0.5,-4,1,2,1,0.27147033930931846
1.0,2,1,6,0,0.21951296326887837
1.0,2,1,2,0,0.21951296326887837
0.5,3,1,1,0,0.21951296326887837
0.5,3,1,-2,1,0.21951296326887831
0.5,-2,1,-3,1,0.21951296326887831
0.5,3,1,2,1,0.2195129632688783
0.5,-4,1,-3,1,0.21951296326887826
0.5,1,1,1,0,0.21951296326887826
0.5,-2,1,-1,0,0.21951296326887823
0.5,-2,1,2,1,0.21951296326887823
0.5,1,1,-2,1,0.21951296326887823
0.5,-2,1,5,0,0.21951296326887823
0.5,1,1,2,1,0.2195129632688782
1.0,4,1,2,0,0.2195129632688782
0.5,-4,1,0,0,0.2195129632688782
0.5,-4,1,1,1,0.2195129632688782
0.5,-4,1,5,0,0.2195129632688782
1.0,4,1,6,0,0.2195129632688782
0.5,-1,1,3,1,0.2142857142857143
0.5,0,0,-4,1,0.2142857142857143
0.5,2,1,0,0,0.2142857142857143
1.0,0,0,1,0,0.2142857142857143
0.5,-3,1,-4,1,0.2142857142857143
0.5,-1,1,6,0,0.2142857142857143
0.0,0,0,2,0,0.2142857142857143
0.5,-1,1,-3,1,0.2142857142857143
0.5,2,1,3,1,0.2142857142857143
0.5,2,1,-3,1,0.2142857142857143
1.0,3,1,1,0,0.2142857142857143
0.5,-3,1,6,0,0.2142857142857143
0.5,-1,1,-2,0,0.21428571428571425
1.0,0,0,-6,1,0.21428571428571425
0.5,-3,1,-1,0,0.2142857142857142
0.5,-3,1,2,1,0.2142857142857142
0.5,3,1,2,0,0.18132793109199793
0.5,3,1,6,0,0.18132793109199793
0.5,3,1,4,0,0.18132793109199788
1.0,2,1,5,0,0.18132793109199788
0.5,3,1,1,1,0.18132793109199788
0.5,3,1,-1,1,0.18132793109199788
1.0,2,1,3,0,0.18132793109199788
0.5,-2,1,-2,1,0.18132793109199785
0.5,-2,1,0,0,0.18132793109199782
0.5,-2,1,4,0,0.18132793109199782
0.5,-2,1,1,1,0.18132793109199782
0.5,1,1,6,0,0.1813279310919978
0.5,1,1,2,0,0.1813279310919978
0.5,-4,1,-2,1,0.1813279310919978
0.5,-4,1,1,0,0.18132793109199777
0.5,1,1,-1,1,0.18132793109199777
0.5,1,1,4,0,0.18132793109199777
0.5,-4,1,0,1,0.18132793109199777
0.5,-4,1,4,0,0.18132793109199777
0.5,1,1,1,1,0.18132793109199777
1.0,4,1,3,0,0.18132793109199768
1.0,4,1,5,0,0.18132793109199768
1.0,2,1,4,0,0.16666666666666674
0.5,3,1,0,1,0.16666666666666674
0.5,3,1,3,0,0.16666666666666674
0.5,3,1,5,0,0.16666666666666674
0.5,-2,1,0,1,0.16666666666666669
0.5,-2,1,1,0,0.16666666666666669
0.5,-2,1,-1,1,0.16666666666666669
0.5,-2,1,2,0,0.16666666666666669
0.5,-2,1,3,0,0.16666666666666669
0.5,1,1,3,0,0.16666666666666663
0.5,-4,1,3,0,0.16666666666666663
0.5,-4,1,2,0,0.16666666666666663
0.5,-4,1,-1,1,0.16666666666666663
0.5,1,1,0,1,0.16666666666666663
0.5,1,1,5,0,0.16666666666666663
1.0,4,1,4,0,0.16666666666666652
1.0,3,1,2,0,0.1428571428571429
0.5,-3,1,-3,1,0.1428571428571429
1.0,3,1,6,0,0.1428571428571429
1.0,0,0,6,0,0.1428571428571429
0.5,0,0,-5,1,0.1428571428571429
1.0,0,0,2,0,0.1428571428571429
0.5,2,1,1,0,0.1428571428571429
0.5,2,1,-2,1,0.14285714285714285
0.5,-1,1,-2,1,0.14285714285714285
0.5,-3,1,1,1,0.1428571428571428
0.5,0,0,-9,1,0.1428571428571428
0.5,-1,1,2,1,0.1428571428571428
0.5,2,1,2,1,0.1428571428571428
0.5,-1,1,5,0,0.1428571428571428
1.0,0,0,-7,1,0.1428571428571428
0.5,-3,1,5,0,0.1428571428571428
0.5,-1,1,-1,0,0.1428571428571428
0.5,-3,1,0,0,0.1428571428571428
0.0,0,0,3,0,0.1428571428571428
0.5,2,1,2,0,0.07142857142857151
0.5,2,1,6,0,0.07142857142857151
0.0,0,0,6,0,0.07142857142857151
0.5,-3,1,-2,1,0.07142857142857145
0.5,0,0,-6,1,0.07142857142857145
0.5,-1,1,2,0,0.0714285714285714
0.5,-3,1,1,0,0.0714285714285714
0.5,-3,1,0,1,0.0714285714285714
0.5,-1,1,4,0,0.0714285714285714
1.0,0,0,5,0,0.0714285714285714
0.5,0,0,-8,1,0.0714285714285714
1.0,0,0,-8,1,0.0714285714285714
0.5,-1,1,1,1,0.0714285714285714
0.5,-3,1,4,0,0.0714285714285714
0.5,-1,1,0,0,0.0714285714285714
0.5,2,1,1,1,0.0714285714285714
0.5,-1,1,-1,1,0.0714285714285714
1.0,3,1,5,0,0.0714285714285714
1.0,3,1,3,0,0.0714285714285714
1.0,0,0,3,0,0.0714285714285714
0.0,0,0,4,0,0.0714285714285714
0.5,2,1,4,0,0.0714285714285714
0.5,2,1,-1,1,0.0714285714285714
